ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
BNA,"Nashville, TN",MIA,"Miami, FL"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",DFW,"Dallas/Fort Worth, TX"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",MIA,"Miami, FL"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",MEM,"Memphis, TN"
BNA,"Nashville, TN",IND,"Indianapolis, IN"
BNA,"Nashville, TN",GSO,"Greensboro/High Point, NC"
BNA,"Nashville, TN",MEM,"Memphis, TN"
BNA,"Nashville, TN",TYS,"Knoxville, TN"
BNA,"Nashville, TN",MEM,"Memphis, TN"
BNA,"Nashville, TN",IND,"Indianapolis, IN"
BNA,"Nashville, TN",TUP,"Tupelo, MS"
BNA,"Nashville, TN",GLH,"Greenville, MS"
BNA,"Nashville, TN",IND,"Indianapolis, IN"
BNA,"Nashville, TN",TUP,"Tupelo, MS"
BNA,"Nashville, TN",IND,"Indianapolis, IN"
BNA,"Nashville, TN",MQY,"Smyrna, TN"
BNA,"Nashville, TN",CEU,"Clemson, SC"
BNA,"Nashville, TN",ECP,"Panama City, FL"
BNA,"Nashville, TN",MQY,"Smyrna, TN"
BNA,"Nashville, TN",BNA,"Nashville, TN"
BNA,"Nashville, TN",TN8,"Nashville, TN"
BNA,"Nashville, TN",FTY,"Atlanta, GA"
BNA,"Nashville, TN",CLT,"Charlotte, NC"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",BUF,"Buffalo, NY"
BNA,"Nashville, TN",XWA,"Williston, ND"
BNA,"Nashville, TN",CMH,"Columbus, OH"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",BKG,"Branson, MO"
BNA,"Nashville, TN",HUF,"Terre Haute, IN"
BNA,"Nashville, TN",GFK,"Grand Forks, ND"
BNA,"Nashville, TN",OMA,"Omaha, NE"
BNA,"Nashville, TN",COU,"Columbia, MO"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",MEM,"Memphis, TN"
BNA,"Nashville, TN",LAF,"Lafayette, IN"
BNA,"Nashville, TN",MLU,"Monroe, LA"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",LUK,"Cincinnati, OH"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",CHS,"Charleston, SC"
BNA,"Nashville, TN",BIS,"Bismarck/Mandan, ND"
BNA,"Nashville, TN",GPT,"Gulfport/Biloxi, MS"
BNA,"Nashville, TN",MIA,"Miami, FL"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",JFK,"New York, NY"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",SFO,"San Francisco, CA"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",SFO,"San Francisco, CA"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",SFO,"San Francisco, CA"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",MCI,"Kansas City, MO"
BNA,"Nashville, TN",SJC,"San Jose, CA"
BNA,"Nashville, TN",DPA,"Chicago, IL"
BNA,"Nashville, TN",CLE,"Cleveland, OH"
BNA,"Nashville, TN",DTW,"Detroit, MI"
BNA,"Nashville, TN",MIA,"Miami, FL"
BNA,"Nashville, TN",VPS,"Valparaiso, FL"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",STL,"St. Louis, MO"
BNA,"Nashville, TN",SAT,"San Antonio, TX"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",CMH,"Columbus, OH"
BNA,"Nashville, TN",TPA,"Tampa, FL"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",SLC,"Salt Lake City, UT"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",OAK,"Oakland, CA"
BNA,"Nashville, TN",SAN,"San Diego, CA"
BNA,"Nashville, TN",JAX,"Jacksonville, FL"
BNA,"Nashville, TN",BWI,"Baltimore, MD"
BNA,"Nashville, TN",ECP,"Panama City, FL"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",SEA,"Seattle, WA"
BNA,"Nashville, TN",MKE,"Milwaukee, WI"
BNA,"Nashville, TN",CLT,"Charlotte, NC"
BNA,"Nashville, TN",MYR,"Myrtle Beach, SC"
BNA,"Nashville, TN",ORF,"Norfolk, VA"
BNA,"Nashville, TN",DAL,"Dallas, TX"
BNA,"Nashville, TN",ISP,"Islip, NY"
BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC"
BNA,"Nashville, TN",HOU,"Houston, TX"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",MSY,"New Orleans, LA"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",BDL,"Hartford, CT"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",ATL,"Atlanta, GA"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",SJC,"San Jose, CA"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",PHX,"Phoenix, AZ"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",MDW,"Chicago, IL"
BNA,"Nashville, TN",SNA,"Santa Ana, CA"
BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL"
BNA,"Nashville, TN",MCI,"Kansas City, MO"
BNA,"Nashville, TN",RSW,"Fort Myers, FL"
BNA,"Nashville, TN",PNS,"Pensacola, FL"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",CHS,"Charleston, SC"
BNA,"Nashville, TN",SAV,"Savannah, GA"
BNA,"Nashville, TN",CLE,"Cleveland, OH"
BNA,"Nashville, TN",DTW,"Detroit, MI"
BNA,"Nashville, TN",MIA,"Miami, FL"
BNA,"Nashville, TN",VPS,"Valparaiso, FL"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",STL,"St. Louis, MO"
BNA,"Nashville, TN",SAT,"San Antonio, TX"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",CMH,"Columbus, OH"
BNA,"Nashville, TN",OMA,"Omaha, NE"
BNA,"Nashville, TN",TPA,"Tampa, FL"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",SLC,"Salt Lake City, UT"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",OAK,"Oakland, CA"
BNA,"Nashville, TN",SAN,"San Diego, CA"
BNA,"Nashville, TN",JAX,"Jacksonville, FL"
BNA,"Nashville, TN",BWI,"Baltimore, MD"
BNA,"Nashville, TN",ECP,"Panama City, FL"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",SEA,"Seattle, WA"
BNA,"Nashville, TN",MKE,"Milwaukee, WI"
BNA,"Nashville, TN",CLT,"Charlotte, NC"
BNA,"Nashville, TN",MYR,"Myrtle Beach, SC"
BNA,"Nashville, TN",ORF,"Norfolk, VA"
BNA,"Nashville, TN",DAL,"Dallas, TX"
BNA,"Nashville, TN",ISP,"Islip, NY"
BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC"
BNA,"Nashville, TN",HOU,"Houston, TX"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",MSY,"New Orleans, LA"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",BDL,"Hartford, CT"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",ATL,"Atlanta, GA"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",SJC,"San Jose, CA"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",PHX,"Phoenix, AZ"
BNA,"Nashville, TN",BUR,"Burbank, CA"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",MDW,"Chicago, IL"
BNA,"Nashville, TN",SNA,"Santa Ana, CA"
BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL"
BNA,"Nashville, TN",MCI,"Kansas City, MO"
BNA,"Nashville, TN",DCA,"Washington, DC"
BNA,"Nashville, TN",RSW,"Fort Myers, FL"
BNA,"Nashville, TN",PNS,"Pensacola, FL"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",CHS,"Charleston, SC"
BNA,"Nashville, TN",PBI,"West Palm Beach/Palm Beach, FL"
BNA,"Nashville, TN",OKC,"Oklahoma City, OK"
BNA,"Nashville, TN",SAV,"Savannah, GA"
BNA,"Nashville, TN",CLE,"Cleveland, OH"
BNA,"Nashville, TN",STL,"St. Louis, MO"
BNA,"Nashville, TN",SAT,"San Antonio, TX"
BNA,"Nashville, TN",CMH,"Columbus, OH"
BNA,"Nashville, TN",TPA,"Tampa, FL"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",SAN,"San Diego, CA"
BNA,"Nashville, TN",JAX,"Jacksonville, FL"
BNA,"Nashville, TN",BWI,"Baltimore, MD"
BNA,"Nashville, TN",ECP,"Panama City, FL"
BNA,"Nashville, TN",MYR,"Myrtle Beach, SC"
BNA,"Nashville, TN",ORF,"Norfolk, VA"
BNA,"Nashville, TN",DAL,"Dallas, TX"
BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",MSY,"New Orleans, LA"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",LAX,"Los Angeles, CA"
BNA,"Nashville, TN",SJC,"San Jose, CA"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",PHX,"Phoenix, AZ"
BNA,"Nashville, TN",BUR,"Burbank, CA"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",MDW,"Chicago, IL"
BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL"
BNA,"Nashville, TN",MCI,"Kansas City, MO"
BNA,"Nashville, TN",RSW,"Fort Myers, FL"
BNA,"Nashville, TN",PNS,"Pensacola, FL"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",SAV,"Savannah, GA"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",DFW,"Dallas/Fort Worth, TX"
BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",JFK,"New York, NY"
BNA,"Nashville, TN",ALB,"Albany, NY"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",BDL,"Hartford, CT"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",DFW,"Dallas/Fort Worth, TX"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",LAS,"Las Vegas, NV"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",DFW,"Dallas/Fort Worth, TX"
BNA,"Nashville, TN",MCO,"Orlando, FL"
BNA,"Nashville, TN",PIA,"Peoria, IL"
BNA,"Nashville, TN",GSO,"Greensboro/High Point, NC"
BNA,"Nashville, TN",GFK,"Grand Forks, ND"
BNA,"Nashville, TN",EYW,"Key West, FL"
BNA,"Nashville, TN",FNT,"Flint, MI"
BNA,"Nashville, TN",CID,"Cedar Rapids/Iowa City, IA"
BNA,"Nashville, TN",ATW,"Appleton, WI"
BNA,"Nashville, TN",FAR,"Fargo, ND"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",BZN,"Bozeman, MT"
BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL"
BNA,"Nashville, TN",DSM,"Des Moines, IA"
BNA,"Nashville, TN",XNA,"Fayetteville, AR"
BNA,"Nashville, TN",PIA,"Peoria, IL"
BNA,"Nashville, TN",GSO,"Greensboro/High Point, NC"
BNA,"Nashville, TN",MDT,"Harrisburg, PA"
BNA,"Nashville, TN",SYR,"Syracuse, NY"
BNA,"Nashville, TN",FNT,"Flint, MI"
BNA,"Nashville, TN",CID,"Cedar Rapids/Iowa City, IA"
BNA,"Nashville, TN",ATW,"Appleton, WI"
BNA,"Nashville, TN",FAR,"Fargo, ND"
BNA,"Nashville, TN",SCE,"State College, PA"
BNA,"Nashville, TN",SFB,"Sanford, FL"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",PIE,"St. Petersburg, FL"
BNA,"Nashville, TN",BZN,"Bozeman, MT"
BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL"
BNA,"Nashville, TN",RIC,"Richmond, VA"
BNA,"Nashville, TN",DSM,"Des Moines, IA"
BNA,"Nashville, TN",GRR,"Grand Rapids, MI"
BNA,"Nashville, TN",XNA,"Fayetteville, AR"
BNA,"Nashville, TN",PGD,"Punta Gorda, FL"
BNA,"Nashville, TN",GFK,"Grand Forks, ND"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",DEN,"Denver, CO"
BNA,"Nashville, TN",DTW,"Detroit, MI"
BNA,"Nashville, TN",MSP,"Minneapolis, MN"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",MCI,"Kansas City, MO"
BNA,"Nashville, TN",GTR,"Columbus, MS"
BNA,"Nashville, TN",CLT,"Charlotte, NC"
BNA,"Nashville, TN",TYS,"Knoxville, TN"
BNA,"Nashville, TN",SGF,"Springfield, MO"
BNA,"Nashville, TN",ORL,"Orlando, FL"
BNA,"Nashville, TN",VNY,"Van Nuys, CA"
BNA,"Nashville, TN",TUS,"Tucson, AZ"
BNA,"Nashville, TN",SDF,"Louisville, KY"
BNA,"Nashville, TN",TRM,"Thermal, CA"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",ORD,"Chicago, IL"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",CLT,"Charlotte, NC"
BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC"
BNA,"Nashville, TN",PHL,"Philadelphia, PA"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",LGA,"New York, NY"
BNA,"Nashville, TN",BOS,"Boston, MA"
BNA,"Nashville, TN",AUS,"Austin, TX"
BNA,"Nashville, TN",DCA,"Washington, DC"
BNA,"Nashville, TN",EWR,"Newark, NJ"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",RNO,"Reno, NV"
BNA,"Nashville, TN",SAT,"San Antonio, TX"
BNA,"Nashville, TN",GFK,"Grand Forks, ND"
BNA,"Nashville, TN",DAL,"Dallas, TX"
BNA,"Nashville, TN",RDU,"Raleigh/Durham, NC"
BNA,"Nashville, TN",HOU,"Houston, TX"
BNA,"Nashville, TN",PIT,"Pittsburgh, PA"
BNA,"Nashville, TN",FRG,"East Farmingdale, NY"
BNA,"Nashville, TN",BFM,"Mobile, AL"
BNA,"Nashville, TN",IAH,"Houston, TX"
BNA,"Nashville, TN",IAD,"Washington, DC"
BNA,"Nashville, TN",MWA,"Marion/Herrin, IL"
BNA,"Nashville, TN",OWB,"Owensboro, KY"
BNA,"Nashville, TN",PDX,"Portland, OR"
BNA,"Nashville, TN",BNA,"Nashville, TN"
BNA,"Nashville, TN",ANC,"Anchorage, AK"
BNA,"Nashville, TN",ILN,"Wilmington, OH"
BNA,"Nashville, TN",AFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",ATL,"Atlanta, GA"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",MSP,"Minneapolis, MN"
BOI,"Boise, ID",ATL,"Atlanta, GA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",GEG,"Spokane, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PDX,"Portland, OR"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SJC,"San Jose, CA"
BOI,"Boise, ID",SFO,"San Francisco, CA"
BOI,"Boise, ID",AUS,"Austin, TX"
BOI,"Boise, ID",PAE,"Everett, WA"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",GEG,"Spokane, WA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PDX,"Portland, OR"
BOI,"Boise, ID",PUW,"Pullman, WA"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",OAK,"Oakland, CA"
BOI,"Boise, ID",RNO,"Reno, NV"
BOI,"Boise, ID",CPR,"Casper, WY"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",OAK,"Oakland, CA"
BOI,"Boise, ID",MEM,"Memphis, TN"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",FNL,"Fort Collins/Loveland, CO"
BOI,"Boise, ID",COS,"Colorado Springs, CO"
BOI,"Boise, ID",PVU,"Provo, UT"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",SDF,"Louisville, KY"
BOI,"Boise, ID",ONT,"Ontario, CA"
BOI,"Boise, ID",BIL,"Billings, MT"
BOI,"Boise, ID",SDF,"Louisville, KY"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",OAK,"Oakland, CA"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",OAK,"Oakland, CA"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",SJC,"San Jose, CA"
BOI,"Boise, ID",PHX,"Phoenix, AZ"
BOI,"Boise, ID",MDW,"Chicago, IL"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",RNO,"Reno, NV"
BOI,"Boise, ID",ONT,"Ontario, CA"
BOI,"Boise, ID",BIL,"Billings, MT"
BOI,"Boise, ID",SDF,"Louisville, KY"
BOI,"Boise, ID",PSP,"Palm Springs, CA"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SCK,"Stockton, CA"
BOI,"Boise, ID",LAS,"Las Vegas, NV"
BOI,"Boise, ID",AZA,"Phoenix, AZ"
BOI,"Boise, ID",SNA,"Santa Ana, CA"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOI,"Boise, ID",SMF,"Sacramento, CA"
BOI,"Boise, ID",IAH,"Houston, TX"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",SLC,"Salt Lake City, UT"
BOI,"Boise, ID",SAN,"San Diego, CA"
BOI,"Boise, ID",SEA,"Seattle, WA"
BOI,"Boise, ID",PDX,"Portland, OR"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SJC,"San Jose, CA"
BOI,"Boise, ID",SFO,"San Francisco, CA"
BOI,"Boise, ID",AUS,"Austin, TX"
BOI,"Boise, ID",DEN,"Denver, CO"
BOI,"Boise, ID",LAX,"Los Angeles, CA"
BOI,"Boise, ID",SFO,"San Francisco, CA"
BOI,"Boise, ID",ORD,"Chicago, IL"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",TPA,"Tampa, FL"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",PBI,"West Palm Beach/Palm Beach, FL"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",VCV,"Victorville, CA"
BOS,"Boston, MA",SLC,"Salt Lake City, UT"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",LAX,"Los Angeles, CA"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",LAS,"Las Vegas, NV"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",AUS,"Austin, TX"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",DTW,"Detroit, MI"
BOS,"Boston, MA",MSP,"Minneapolis, MN"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",MCO,"Orlando, FL"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",CVG,"Cincinnati, OH"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",LGA,"New York, NY"
BOS,"Boston, MA",AUS,"Austin, TX"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",HOU,"Houston, TX"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",EWR,"Newark, NJ"
BOS,"Boston, MA",MKE,"Milwaukee, WI"
BOS,"Boston, MA",HOU,"Houston, TX"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",MSY,"New Orleans, LA"
BOS,"Boston, MA",IAD,"Washington, DC"
BOS,"Boston, MA",PIE,"St. Petersburg, FL"
BOS,"Boston, MA",ATL,"Atlanta, GA"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",JFK,"New York, NY"
BOS,"Boston, MA",SAN,"San Diego, CA"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",PDX,"Portland, OR"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",SAN,"San Diego, CA"
BOS,"Boston, MA",SEA,"Seattle, WA"
BOS,"Boston, MA",PDX,"Portland, OR"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",SFO,"San Francisco, CA"
BOS,"Boston, MA",MIA,"Miami, FL"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",DEN,"Denver, CO"
BOS,"Boston, MA",CLT,"Charlotte, NC"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX"
BOS,"Boston, MA",FLL,"Fort Lauderdale, FL"
BOS,"Boston, MA",PHX,"Phoenix, AZ"
BOS,"Boston, MA",AUS,"Austin, TX"
BOS,"Boston, MA",DCA,"Washington, DC"
BOS,"Boston, MA",ORD,"Chicago, IL"
BOS,"Boston, MA",PHL,"Philadelphia, PA"
